"","id","designer"
"1573","904","Reiner Knizia"
"1574","177590","Asger Harding Granerud"
"1575","177590","Daniel Skjold Pedersen"
"1576","117915","Thomas Vande Ginste"
"1577","117915","Wolf Plancke"
"1578","248065","Raphael Guiton"
"1579","248065","Jean-Baptiste Lullien"
"1580","248065","Nicolas Raoult"
"1581","37380","Matt Leacock"
"1582","119788","Andrea Chiarvesio"
"1583","119788","Pierluca Zizzi"
"1584","351817","Fabio Cury"
"1585","351817","Michael Shinall"
"1586","12902","Klaus-Jurgen Wrede"
"1587","53953","Mike Elliott"
"1588","155362","Ludovic Maublanc"
"1589","329465","Alexander Schmidt (II)"
"1590","329465","Jamey Stegmaier"
"1591","195137","Ryan Amos"
"1592","195137","Marc Kelsey"
"1593","195137","Aron West"
"1594","313889","Josh J. Carlson"
"1595","313889","Adam Carlson"
"1596","313889","Logan Giannini"
"1597","1041","Alan R. Moon"
"1598","1041","Aaron Weissblum"
"1599","173","Laurent Lavaur"
"1600","173","Eric Randall"
"1601","29368","Jason C. Hill"
"1602","239464","Jon Mietling"
"1603","154458","Jay Cormier"
"1604","154458","Sen-Foong Lim"
"1605","94","Alan R. Moon"
"1606","235488","Rudiger Dorn"
"1607","291508","Scott Almes"
"1608","112","Dominique Ehrhard"
"1609","112","Duccio Vitale"
"1610","112","Justin Kemppainen"
"1611","166384","Alexandr Ushan"
"1612","244992","Wolfgang Warsch"
"1613","210296","Richard Keene"
"1614","98229","Vlaada Chvatil"
"1615","24800","Uwe Eickert"
"1616","199966","Andrea Chiarvesio"
"1617","199966","Luca Iennaco"
"1618","129948","Michael Kiesling"
"1619","129948","Wolfgang Kramer"
"1620","113997","Oleksandr Nevskiy"
"1621","113997","Oleg Sidorenko"
"1622","148575","Mike Elliott"
"1623","148575","Eric M. Lang"
"1624","1345","Rudiger Dorn"
"1625","160851","Christopher Chung"
"1626","25669","Susan McKinley Ross"
"1627","272738","Prospero Hall"
"1628","272738","Brian Kirk"
"1629","18098","Bowen Simmons"
"1630","197405","James Ernest"
"1631","197405","Patrick Rothfuss"
"1632","59946","Rob Heinsoo"
"1633","59946","Peter Lee"
"1634","59946","Mike Mearls"
"1635","59946","Bill Slavicsek"
"1636","271319","Rudiger Dorn"
"1637","223953","Vangelis Bagiartakis"
"1638","223953","David Turczi"
"1639","238992","Johnny O'Neal"
"1640","238992","Christopher O'Neal"
"1641","332290","Eric Barone"
"1642","332290","Cole Medeiros"
"1643","35570","Martin Wallace"
"1644","202408","Filip Neduk"
"1645","300217","Brian Suhre"
"1646","271529","Frank Crittin"
"1647","271529","Gregoire Largey"
"1648","271529","Sebastien Pauchon"
"1649","318553","Inka Brand"
"1650","318553","Markus Brand"
"1651","233262","Tim Eisner"
"1652","233262","Ben Eisner"
"1653","177678","Andrea Chiarvesio"
"1654","177678","Pierluca Zizzi"
"1655","2181","Harold Vanderbilt"
"1656","158889","Colby Dauch"
"1657","148319","BakaFire"
"1658","281466","Thomas Vande Ginste"
"1659","281466","Wolf Plancke"
"1660","245487","Mark Tuck"
"1661","343562","Michael Mulvihill"
"1662","11971","Jacques Zeimet"
"1663","125678","Matt Hyra"
"1664","125678","Ben Stoll"
"1665","27588","Michael Schacht"
"1666","9440","Michael Kiesling"
"1667","9440","Wolfgang Kramer"
"1668","403441","Dani Garcia"
"1669","242804","Claudia Partenheimer"
"1670","242804","Ralf Partenheimer"
"1671","108906","Jeff Horger"
"1672","108906","Carla Horger"
"1673","8051","Marcel-Andre Casasola Merkle"
"1674","41066","Ed Beach"
"1675","172047","Eric M. Lang"
"1676","298065","Josh Wood"
"1677","147151","Gaetan Beaujannot"
"1678","147151","Alain Rivollet"
"1679","368058","Ashwin Kamath"
"1680","368058","Clarence Simpson"
"1681","295293","Giuseppe Cicero"
"1682","295293","Andrea Crespi"
"1683","38054","Gordon Lamont"
"1684","38054","Fraser Lamont"
"1685","252526","Vlaada Chvatil"
"1686","193214","Cedric Millet"
"1687","207830","Connor Reid"
"1688","26566","Alex Rockwell"
"1689","66356","Peter Lee"
"1690","66356","Bill Slavicsek"
"1691","201921","Scott Almes"
"1692","172931","Colt Tipaton-Johnson"
"1693","172931","Shanon Lyon"
"1694","172931","Marisa Pena"
"1695","13642","Rudiger Dorn"
"1696","139898","Ben Rosset"
"1697","203427","Friedemann Friese"
"1698","191977","Stefan Feld"
"1699","195560","Jonathan Gilmour-Long"
"1700","195560","Ben Pinchback"
"1701","195560","Matt Riddle"
"1702","491","Michael Schacht"
"1703","362452","Uwe Rosenberg"
"1704","387780","Simone Luciani"
"1705","387780","Danilo Sabia"
"1706","325022","Rolf Sagel"
"1707","325022","Andre Spil"
"1708","281474","Seppo Kuukasjarvi"
"1709","281474","Sami Laakso"
"1710","212402","Tim Eisner"
"1711","132028","Uwe Eickert"
"1712","309630","Philippe Keyaerts"
"1713","154086","J. Alex Kevern"
"1714","151004","Paul Peterson"
"1715","27976","Stephen Baker"
"1716","27976","Rob Daviau"
"1717","27976","Chris Nelson"
"1718","27976","Craig Van Ness"
"1719","98351","Andrew Parks"
"1720","305682","Jamey Stegmaier"
"1721","276894","Alan R. Moon"
"1722","270971","Matt Leacock"
"1723","326945","Ted Alspach"
"1724","240","Lewis Pulsipher"
"1725","268201","Nate Chatellier"
"1726","268201","Aaron Hein"
"1727","268201","Manny Trembley"
"1728","8203","Gunter Cornett"
"1729","8203","Alvydas Jakeliunas"
"1730","228504","Josh Wood"
"1731","295607","Tim Eisner"
"1732","156689","Devin Low"
"1733","52461","Michiel Justin Elliott Hendriks"
"1734","82421","Colby Dauch"
"1735","15817","Franz-Benno Delonge"
"1736","224597","David Sanders"
"1737","108784","Robert Dougherty"
"1738","108784","John Fiorillo"
"1739","108784","Justin Gary"
"1740","108784","Brian M. Kibler"
"1741","303553","Dustin Dobson"
"1742","300753","Gregory Grard"
"1743","169124","Gaetan Beaujannot"
"1744","169124","Jean Yves Monpertuis"
"1745","106217","Greg Daigle"
"1746","227515","Michael Kiesling"
"1747","66056","Klaus Teuber"
"1748","241266","Shun Taguchi"
"1749","241266","Aya Taguchi"
"1750","65901","Martin Wallace"
"1751","318983","Friedemann Friese"
"1752","329873","Mark Tuck"
"1753","245476","Stefan Alexander"
"1754","195314","Eduardo Baraf"
"1755","195314","Steve Finn"
"1756","340041","Bruno Cathala"
"1757","681","Blaise Muller"
"1758","296345","Dave Neale"
"1759","244654","Martin Wallace"
"1760","279254","John D. Clair"
"1761","1382","Reiner Knizia"
"1762","178336","J. Alex Kevern"
"1763","191300","Phil Walker-Harding"
"1764","229892","Franz-Benno Delonge"
"1765","229892","Thomas Ewert"
"1766","229892","Kevin Nesbitt"
"1767","218509","Ryan Laukat"
"1768","387378","Reiner Knizia"
"1769","177524","Brian Gomez"
"1770","141517","Martin Wallace"
"1771","394106","James A. Wilson"
"1772","394106","Clarissa A. Wilson"
"1773","40793","Bruno Cathala"
"1774","40793","Ludovic Maublanc"
"1775","164949","Wray Ferrell"
"1776","164949","Brad Johnson (I)"
"1777","360265","German P. Millan"
"1778","554","Gerd Fenchel"
"1779","66505","Stefan Feld"
"1780","182340","Vlaada Chvatil"
"1781","182340","Andrew Parks"
"1782","287084","Adrien Hesling"
"1783","287084","Axel Hesling"
"1784","358320","Ryan Laukat"
"1785","72287","Bruno Cathala"
"1786","72287","Ludovic Maublanc"
"1787","176371","Shem Phillips"
"1788","204027","Uwe Rosenberg"
"1789","161882","Amabel Holland"
"1790","352574","Peter McPherson"
"1791","104710","Tom Jolly"
"1792","104710","Kevin Wilson"
"1793","224","Gary Dicken"
"1794","224","Steve Kendall"
"1795","224","Phil Kendall"
"1796","284108","Christian Stohr"
"1797","284108","Daniela Stohr"
"1798","19600","Mac Gerdts"
"1799","342848","Justin Kemppainen"
"1800","342848","Todd Michlitsch"
"1801","342848","Alexandar Ortloff-Tang"
"1802","342848","Michael Sanfilippo"
"1803","242684","J.B. Howell"
"1804","400366","Yeom.C.W"
"1805","217861","Masato Uesugi"
"1806","368017","Molly Johnson"
"1807","368017","Robert Melvin"
"1808","368017","Shawn Stankewich"
"1809","354544","Noah Cohen"
"1810","354544","Sam Crane"
"1811","354544","Rob Daviau"
"1812","354544","Adil M. Geresu"
"1813","354544","Justin D. Jacobson"
"1814","354544","Brian Neff"
"1815","157403","Sebastian Bleasdale"
"1816","299960","Acchittocca"
"1817","299960","Flaminia Brasini"
"1818","299960","Virginio Gigli"
"1819","299960","Stefano Luperto"
"1820","299960","Antonio Tinto"
"1821","296108","Jacob Fryxelius"
"1822","153065","Michael Kiesling"
"1823","153065","Wolfgang Kramer"
"1824","171669","Cedrick Chaboussit"
"1825","230080","Marc Andre"
"1826","823","Reiner Knizia"
"1827","134352","Alan Gerding"
"1828","134352","Sean McCoy"
"1829","82420","Colby Dauch"
"1830","352697","Trevor Benjamin"
"1831","352697","Roger Tankersley"
"1832","352697","David Thompson (I)"
"1833","324090","Toni Serradesanferm"
"1834","324090","Daniel Simon"
"1835","228855","Mike Gnade"
"1836","228855","Todd Walsh"
"1837","293889","Andrew Fischer"
"1838","242722","Ed Beach"
"1839","174570","Ben Cichoski"
"1840","174570","Daniel Mandel"
"1841","261114","Rita Modl"
"1842","37628","Sean Ross (I)"
"1843","306481","David Turczi"
"1844","35497","Friedemann Friese"
"1845","253284","Alan R. Moon"
"1846","939","Rob Daviau"
"1847","939","Alan Roach"
"1848","939","Craig Van Ness"
"1849","205597","Thomas Lehmann"
"1850","233571","Alex Davy"
"1851","233571","Luke Eddy"
"1852","146312","Brian Yu"
"1853","200077","Justin Blaske"
"1854","194517","Jochen Eisenhuth"
"1855","150999","Tom Cleaver"
"1856","200954","Vangelis Bagiartakis"
"1857","300327","Stefan Feld"
"1858","185589","Ryan Laukat"
"1859","75449","Andreas Steding"
"1860","16992","Tom McMurchie"
"1861","180680","David Short"
"1862","217449","Peter Wichmann"
"1863","208024","Brett Sobol"
"1864","208024","Seth Van Orden"
"1865","25568","Sebastien Pauchon"
"1866","95064","Gary Arant"
"1867","95064","Robert Dougherty"
"1868","95064","Ian Estrin"
"1869","95064","John Fiorillo"
"1870","95064","Justin Gary"
"1871","95064","Brian M. Kibler"
"1872","95064","Jeff Liu"
"1873","95064","Ryan O'Connor"
"1874","156776","Brad Andres"
"1875","156776","Nate French"
"1876","156776","Eric M. Lang"
"1877","157809","Rustan Hakansson"
"1878","375651","Kasper Lapp"
"1879","276042","Bruno Cathala"
"1880","276042","Charles Chevallier"
"1881","417197","Reiner Knizia"
"1882","371433","Jeffrey CCH"
"1883","207691","Marco Canetta"
"1884","207691","Stefania Niccolini"
"1885","206051","ｱｷﾋﾛｲﾄｵ (Akihiro Itoh)"
"1886","206051","Kwaji"
"1887","206051","Daichi Okano"
"1888","206051","Kito Shinma"
"1889","396989","Stefano Di Silvio"
"1890","281194","Kamil Jarzabek"
"1891","281194","Pawel Stobiecki"
"1892","281194","Jan Truchanowicz"
"1893","281194","Lukasz Wlodarczyk"
"1894","163154","Volko Ruhnke"
"1895","163154","Andrew Ruhnke"
"1896","191231","Martin Wallace"
"1897","21523","Darrell Hardy"
"1898","21523","Martin Wallace"
"1899","175199","Carl Chudyk"
"1900","168917","Paul Peterson"
"1901","360692","Robin Hegedus"
"1902","131646","Richard Hamblen"
"1903","131646","Robert A. Kouba"
"1904","302098","David Cicurel"
"1905","302098","Wojciech Grajkowski"
"1906","393325","Remo Conzadori"
"1907","393325","Paolo Mori"
"1908","122522","Paul Peterson"
"1909","301767","Oleksandr Nevskiy"
"1910","301767","Oleg Sidorenko"
"1911","181796","Vladimir Suchy"
"1912","368432","Jeff Fraser"
"1913","368432","Elizabeth Hargrave"
"1914","230933","Stefan Feld"
"1915","230933","Michael Rieneck"
"1916","194880","Klemens Kalicki"
"1917","223750","Jeff Beck (II)"
"1918","223750","Tim Fowers"
"1919","129736","Jacques Zeimet"
"1920","284936","Costa"
"1921","284936","Rola"
"1922","171233","Maxime Rambourg"
"1923","130176","Gary Kim"
"1924","136991","Laurent Escoffier"
"1925","136991","David Franck"
"1926","69779","Fran Diaz"
"1927","91536","Mike Elliott"
"1928","91536","Eric M. Lang"
"1929","127518","Volko Ruhnke"
"1930","127518","Brian Train"
"1931","95103","Jason C. Hill"
"1932","161866","Raphael Guiton"
"1933","161866","Jean-Baptiste Lullien"
"1934","161866","Nicolas Raoult"
"1935","55427","Bruno Cathala"
"1936","55427","Ludovic Maublanc"
"1937","6830","Kory Heath"
"1938","6830","Andrew Looney"
"1939","35052","Larry Harris, Jr."
"1940","198454","Chris Darsaklis"
"1941","158275","Mike Elliott"
"1942","158275","Eric M. Lang"
"1943","24068","Yasutaka Ikeda"
"1944","274124","Adrian Dinu"
"1945","256589","Jean-Christophe Bouvier"
"1946","97903","Antoine Bauza"
"1947","97903","Ludovic Maublanc"
"1948","145639","Walter Schneider"
"1949","295262","Roger Tankersley"
"1950","295262","David Thompson (I)"
"1951","359152","Bruce Glassco"
"1952","310448","Annick Lobet"
"1953","273477","L'Atelier"
"1954","72225","Vital Lacerda"
"1955","252752","John Coveyou"
"1956","252752","Paul Salomon"
"1957","252752","Ian Zang"
"1958","393672","Joe Klipfel"
"1959","393672","Nikki Valens"
"1960","377470","Akiyama Koryo"
"1961","377470","Kozu Yusei"
"1962","221","Michael Gray"
"1963","322622","Eduardo Baraf"
"1964","322622","Steve Finn"
"1965","313010","Bill Eberle"
"1966","313010","Jack Kittredge"
"1967","313010","Bill Norton"
"1968","313010","Peter Olotka"
"1969","313010","Kevin Wilson"
"1970","232918","Andrew Fischer"
"1971","232918","Nathan I. Hajek"
"1972","340677","Kenneth Minde"
"1973","340677","Kristian Amundsen Ostby"
"1974","340677","Eilif Svensson"
"1975","160018","Paul Peterson"
"1976","284121","Cornelius Cremin"
"1977","284121","Pawel Mazur"
"1978","284121","Dirk Sommer"
"1979","104363","Bill Eberle"
"1980","104363","John Goodenough"
"1981","104363","Jack Kittredge"
"1982","104363","Corey Konieczka"
"1983","104363","Peter Olotka"
"1984","104363","Christian T. Petersen"
"1985","145371","Yeo Keng Leong"
"1986","145371","Christina Ng Zhen Wei"
"1987","141423","Kane Klenko"
"1988","22825","John Goodenough"
"1989","22825","Corey Konieczka"
"1990","22825","Christian T. Petersen"
"1991","328908","Corey Konieczka"
"1992","347137","Przemek Wojtkowiak"
"1993","207243","Frank West"
"1994","173090","Steffen Benndorf"
"1995","206931","Inka Brand"
"1996","206931","Markus Brand"
"1997","352418","Steven Aramini"
"1998","60","Philippe Keyaerts"
"1999","245422","Ted Alspach"
"2000","17329","Klaus Miltenberger"
"2001","335212","Christopher Badell"
"2002","335212","Adam Rebottaro"
"2003","342444","Andrea Colletti"
"2004","342444","Diego Fonseca"
"2005","342444","Marco Montanaro"
"2006","350636","Mathieu Casnin"
"2007","350636","Thomas Cauet"
"2008","350636","Jeremy Koch"
"2009","278","Klaus Teuber"
"2010","142326","Ryan Laukat"
"2011","206915","佐藤 雄介 (Yusuke Sato)"
"2012","299317","Sydney Engelstein"
"2013","299317","Nick Little (I)"
"2014","299317","Kevin Riley"
"2015","1822","Volko Ruhnke"
"2016","18100","Michael Schacht"
"2017","1608","John H. Butterfield"
"2018","1608","Eric Lee Smith"
"2019","351526","Eric Dubus"
"2020","351526","Olivier Melison"
"2021","327","Masaru Aoki"
"2022","327","Carol Wiseley"
"2023","37836","Grant Dalgliesh"
"2024","37836","Justin Thompson"
"2025","1301","Richard Garfield"
"2026","222514","Frederic Henry"
"2027","85897","Mike Elliott"
"2028","85897","Brent Keith"
"2029","303731","Tommaso Mondadori"
"2030","303731","Alberto Parisi"
"2031","229265","Danilo Sabia"
"2032","176544","Kenneth Minde"
"2033","176544","Kristian Amundsen Ostby"
"2034","91080","Volko Ruhnke"
"2035","271869","Phil Walker-Harding"
"2036","143884","Masao Suganuma"
"2037","420087","Eric Olsen"
"2038","234669","Nikki Valens"
"2039","234669","Daniel Clark (I)"
"2040","234669","Tim Flanders"
"2041","234669","Annie VanderMeer Mitsoda"
"2042","234669","Greg Spyridis"
"2043","551","Richard Borg"
"2044","302425","Cyril Demaegd"
"2045","302425","Jeremy Fraile"
"2046","302425","Vincent Goyat"
"2047","302425","Jeremy Koch"
"2048","302425","Perinne Kurtz"
"2049","302425","Arnaud Pincemaille"
"2050","302425","Yohan Servais"
"2051","298638","Sergio Halaban"
"2052","298638","Andre Zatz"
"2053","5737","Klaus Teuber"
"2054","45986","Ignacy Trzewiczek"
"2055","354","Klaus Palesch"
"2056","833","Mark Herman"
"2057","362986","Joachim Thome"
"2058","395375","Mitch Wallace (II)"
"2059","353470","Seiji Kanai"
"2060","353470","Justin Kemppainen"
"2061","353470","Todd Michlitsch"
"2062","340325","Matt Carter"
"2063","340325","Justin Gibbs"
"2064","340325","Kyle Rowan"
"2065","183571","Tony Go"
"2066","213266","Steven Aramini"
"2067","213266","Danny Devine"
"2068","213266","Paul Kluka"
"2069","246761","Ken Gruhl"
"2070","163642","Mark Major"
"2071","244049","Stefan Feld"
"2072","154246","Stefan Feld"
"2073","244536","Scott Almes"
"2074","71671","Cedric Lefebvre"
"2075","71671","Fabrice Rabellino"
"2076","200853","Corne van Moorsel"
"2077","152162","Mike Fitzgerald"
"2078","311715","Paolo Di Stefano"
"2079","311715","Gabriel Gendron"
"2080","44163","Friedemann Friese"
"2081","240855","Stan Kordonskiy"
"2082","66837","Mike Hutton"
"2083","188547","Mike Gnade"
"2084","183880","James D'Aloisio"
"2085","183880","Austin Rucker"
"2086","183880","Craig Van Ness"
"2087","256606","Nick Hayes"
"2088","123570","Dieter Nussle"
"2089","197070","Raphael Guiton"
"2090","197070","Jean-Baptiste Lullien"
"2091","197070","Nicolas Raoult"
"2092","297985","Reiner Knizia"
"2093","233961","Scott Almes"
"2094","89409","D. Brad Talton, Jr."
"2095","268620","Martino Chiacchiera"
"2096","268620","Hjalmar Hach"
"2097","268620","Pierluca Zizzi"
"2098","164265","Dominique Bodin"
"2099","282954","Michael Kiesling"
"2100","282954","Wolfgang Kramer"
"2101","216092","Vincent Goyat"
"2102","43443","Justin De Witt"
"2103","207336","Kalle Malmioja"
"2104","156091","Aaron Dill"
"2105","156091","John Kovaleski"
"2106","156091","Sean Sweigart"
"2107","192074","Thorsten Gimmler"
"2108","82168","Mario Porpora"
"2109","82168","Pietro Righi Riva"
"2110","82168","Luca Francesco Rossi"
"2111","82168","Nicolo Tedeschi"
"2112","140933","Yves Tourigny"
"2113","135382","Mike Elliott"
"2114","135382","Rob Heinsoo"
"2115","135382","Jim Lin"
"2116","135382","Gregory Marques"
"2117","135382","Sean McCarthy"
"2118","135382","Jay Schneider"
"2119","135382","Rob Watkins (Board Game) (I)"
"2120","124","Doris Matthaus"
"2121","124","Frank Nestel"
"2122","291859","Carlo Bortolini"
"2123","104020","Alain Epron"
"2124","8989","Michael Schacht"
"2125","284778","Rob Daviau"
"2126","284778","Justin D. Jacobson"
"2127","332386","Stevo Torres"
"2128","137297","Paolo Mori"
"2129","257518","Croc"
"2130","257518","Laurent Pouchain"
"2131","271615","Reiner Knizia"
"2132","221318","Scott Caputo"
"2133","267609","Artyom Nichipurov"
"2134","309110","Scott Almes"
"2135","314088","Steven Aramini"
"2136","314088","Danny Devine"
"2137","314088","Paul Kluka"
"2138","1634","Andy Jones"
"2139","1115","(Uncredited)"
"2140","310632","Joshua DeBonis"
"2141","310632","Nikola Risteski"
"2142","184151","Brad Andres"
"2143","184151","Erik Dahlman (I)"
"2144","184151","Nate French"
"2145","184151","Tyler Parrott"
"2146","226520","Inka Brand"
"2147","226520","Markus Brand"
"2148","226520","Ralph Querfurth"
"2149","404431","German P. Millan"
"2150","302388","Prospero Hall"
"2151","302388","Brian Kirk"
"2152","355433","Scott Brady"
"2153","94246","Beau Beckett"
"2154","94246","Jeph Stahl"
"2155","298102","Malachi Ray Rempen"
"2156","341530","Phil Walker-Harding"
"2157","128721","Pantelis Bouboulis"
"2158","128721","Sotirios Tsantilas"
"2159","13823","Satoshi Nakamura"
"2160","195162","James Vaughan"
"2161","159473","Ian Brody"
"2162","105","Reiner Knizia"
"2163","228660","Chris Dupuis"
"2164","228660","Mike Mearls"
"2165","257614","Elizabeth Hargrave"
"2166","301257","Ted Alspach"
"2167","67492","Robert A. Kouba"
"2168","22141","Bruno Cathala"
"2169","22141","Ludovic Maublanc"
"2170","180899","Jesse Li"
"2171","253608","Scott Petersen"
"2172","27364","William Attia"
"2173","16395","Bernard Tavitian"
"2174","126100","Hal Eccles"
"2175","126100","Will Kenyon"
"2176","126100","Jason Maxwell"
"2177","126100","Tim Uren"
"2178","121410","Aureliano Buonfino"
"2179","121410","Lorenzo Silva"
"2180","121410","Lorenzo Tucci Sorrentino"
"2181","34084","Andreas Pelikan"
"2182","171879","Matthias Cramer"
"2183","281526","Eric Bittermann"
"2184","281526","Sean Craten"
"2185","281526","David Yanchick"
"2186","527","Kris Burm"
"2187","251412","Chad DeShon"
"2188","338628","Henry Audubon"
"2189","68264","Carl Paradis"
"2190","151007","Chad Brown"
"2191","151007","Tanis O'Connor"
"2192","151007","Paul Peterson"
"2193","151007","Mike Selinker"
"2194","151007","Gaby Weidling"
"2195","149155","Derek Paxton"
"2196","366162","Wolfgang Warsch"
"2197","268586","Wolfgang Kramer"
"2198","272380","Jamie Sajdak"
"2199","272380","Manolis Vranas"
"2200","226518","Inka Brand"
"2201","226518","Markus Brand"
"2202","298371","Joachim Thome"
"2203","342562","Dustin Dobson"
"2204","342562","Milan Zivkovic"
"2205","399941","Keith Piggott"
"2206","35815","Jason C. Hill"
"2207","102548","Aureliano Buonfino"
"2208","102548","Lorenzo Silva"
"2209","102548","Lorenzo Tucci Sorrentino"
"2210","174660","Chenier La Salle"
"2211","182694","Jesus Torres Castro"
"2212","327711","Frederic Guerard"
"2213","191597","Sami Laakso"
"2214","173101","Simone Luciani"
"2215","173101","Daniele Tascini"
"2216","152470","Philippe Mouchebeuf"
"2217","269595","Asger Harding Granerud"
"2218","269595","Daniel Skjold Pedersen"
"2219","231484","Richard Garfield"
"2220","165986","Peter Hawes"
"2221","41916","Dirk Baumann"
"2222","295785","Marketa Blahova"
"2223","295785","Tadeas Spousta"
"2224","17396","Jeff Horger"
"2225","358504","Dave Chalker"
"2226","358504","Banana Chan"
"2227","358504","Noah Cohen"
"2228","358504","Bruce Glassco"
"2229","358504","Brian Neff"
"2230","358504","Will Sobel"
"2231","358504","Jabari Weathers"
"2232","91873","Stefan Feld"
"2233","25643","Rudiger Dorn"
"2234","347811","Josh J. Carlson"
"2235","347811","Adam Carlson"
"2236","8045","Martin Wallace"
"2237","350205","Jeroen Doumen"
"2238","350205","Joris Wiersinga"
"2239","369646","David Iezzi"
"2240","369646","Ryan Miller"
"2241","369646","Steve Warner"
"2242","339958","Katarzyna Cioch"
"2243","339958","Wojciech Wisniewski"
"2244","147303","Klaus-Jurgen Wrede"
"2245","187377","Julien Vergonjeanne"
"2246","219101","David Thompson (I)"
"2247","121297","Ben Pinchback"
"2248","121297","Matt Riddle"
"2249","402676","Steve Finn"
"2250","402676","Phil Walker-Harding"
"2251","183006","Bernhard Lach"
"2252","183006","Uwe Rapp"
"2253","154386","Nicolas Poncin"
"2254","230085","Michael Keller (II)"
"2255","159504","Nick Blain"
"2256","159504","Will Donovan"
"2257","238638","Aaron Vanderbeek"
"2258","373167","Josh J. Carlson"
"2259","25821","Philippe des Pallieres"
"2260","25821","Herve Marly"
"2261","83195","Jacques Zeimet"
"2262","16986","Grzegorz Rejchtman"
"2263","30381","Mac Gerdts"
"2264","123955","Dan Verssen"
"2265","165872","Harold Buchanan"
"2266","223855","J. Alex Kevern"
"2267","131014","Klaus-Jurgen Wrede"
"2268","42452","Ase Berg"
"2269","42452","Henrik Berg"
"2270","291962","Leandro Pires"
"2271","229491","John D. Clair"
"2272","10","Alan R. Moon"
"2273","42910","Bernd Eisenstein"
"2274","12995","Christophe Boelinger"
"2275","241477","Petr Miksa"
"2276","256997","Richard Amann"
"2277","256997","Thomas Vande Ginste"
"2278","256997","Viktor Peter"
"2279","256997","Wolf Plancke"
"2280","256997","David Turczi"
"2281","344258","Peter C. Hayward"
"2282","1540","Forest Brown"
"2283","1540","L. R. ""Butch"" Leeper"
"2284","1540","Jordan Weisman"
"2285","104347","Michael Rieneck"
"2286","365104","Phil Walker-Harding"
"2287","218421","Adam Sadler"
"2288","218421","Brady Sadler"
"2289","293207","Jeffrey CCH"
"2290","85256","Frederic Henry"
"2291","61692","Larry Harris, Jr."
"2292","322616","Robert Coelho"
"2293","160610","Matt Leacock"
"2294","19100","Wolfgang Kramer"
"2295","366994","Rosaria Battiato"
"2296","366994","Massimo Borzi"
"2297","366994","Martino Chiacchiera"
"2298","255674","Phil Walker-Harding"
"2299","436126","David Gordon (I)"
"2300","436126","Michael O'Connell (II)"
"2301","137649","Will Schoonover"
"2302","2842","Franz-Benno Delonge"
"2303","302524","Geoff Engelstein"
"2304","264982","Jonny Pac"
"2305","9220","Frederic Moyersoen"
"2306","383499","Trevor Benjamin"
"2307","383499","Roger Tankersley"
"2308","383499","David Thompson (I)"
"2309","326933","Brad Andres"
"2310","326933","Noah Cohen"
"2311","326933","Rob Daviau"
"2312","326933","Justin D. Jacobson"
"2313","326933","Brian Neff"
"2314","326933","Tim Wiesch"
"2315","358557","Matthew O'Malley"
"2316","358557","Ben Rosset"
"2317","283294","Al Leduc"
"2318","247236","Ian Moss"
"2319","312267","Cyril Demaegd"
"2320","312267","Jay Little"
"2321","330038","Phil Walker-Harding"
"2322","39953","Nate French"
"2323","39953","Eric M. Lang"
"2324","39953","Christian T. Petersen"
"2325","330592","Mary Flanagan"
"2326","330592","Max Seidman"
"2327","157526","Yuri Zhuravljov"
"2328","855","Michael Kiesling"
"2329","855","Wolfgang Kramer"
"2330","50768","Dan Schnake"
"2331","50768","Adam West"
"2332","18258","Bruno Cathala"
"2333","18258","Bruno Faidutti"
"2334","164338","Luigi Ferrini"
"2335","299121","Juraj Bilich"
"2336","338093","Remi Mathieu"
"2337","134253","A. J. Porfirio"
"2338","254127","Eivind Vetlesen"
"2339","287938","Vangelis Bagiartakis"
"2340","287938","David Turczi"
"2341","1261","Stefan Dorra"
"2342","243759","James M. Hewitt"
"2343","243759","Sophie Williams"
"2344","202077","Chauncey"
"2345","202077","Roger Ho"
"2346","344554","Charlie Mackin"
"2347","344554","Harry Mackin"
"2348","344554","Drew Tenenbaum"
"2349","826","Leo Colovini"
"2350","407297","Adam Hill"
"2351","407297","Ben Pinchback"
"2352","407297","Matt Riddle"
"2353","113873","Gregory M. Smith"
"2354","191876","Gunter Burkhardt"
"2355","225244","Alan R. Moon"
"2356","339906","Richard Garfield"
"2357","159503","Joe Price"
"2358","159503","JT Smith"
"2359","367518","Nigel Buckle"
"2360","367518","David Turczi"
"2361","119591","Stefan Feld"
"2362","224821","Chris Cieslik"
"2363","316858","Alexander Pfister"
"2364","316858","Arno Steinwender"
"2365","299252","Ramy Badie"
"2366","204836","(Uncredited)"
"2367","199383","Fabio Lopiano"
"2368","157001","Steve Ellis (II)"
"2369","157001","Hisashi Hayashi"
"2370","300442","Charlie Bink"
"2371","249746","Martin Wallace"
"2372","202583","Brad Brooks"
"2373","7805","Friedemann Friese"
"2374","151771","Johannes Sich"
"2375","326934","Brad Andres"
"2376","326934","Noah Cohen"
"2377","326934","Rob Daviau"
"2378","326934","Justin D. Jacobson"
"2379","326934","Brian Neff"
"2380","331820","John D. Clair"
"2381","374595","Carl Robinson"
"2382","38159","Ted Alspach"
"2383","177802","Paul Peterson"
"2384","227456","Alex Crispin"
"2385","227456","Thomas Pike"
"2386","227456","James Shelton"
"2387","1159","Philippe Keyaerts"
"2388","132372","Hope S. Hwang"
"2389","4099","Richard Breese"
"2390","205716","James Kniffen"
