"","id","mechanic"
"1","224517","Chaining"
"2","224517","Hand Management"
"3","224517","Income"
"4","224517","Loans"
"5","224517","Market"
"6","224517","Network and Route Building"
"7","224517","Tags"
"8","224517","Tech Trees / Tech Tracks"
"9","224517","Turn Order: Stat-Based"
"10","224517","Variable Set-up"
"11","161936","Action Points"
"12","161936","Cooperative Game"
"13","161936","Hand Management"
"14","161936","Legacy Game"
"15","161936","Multi-Use Cards"
"16","161936","Point to Point Movement"
"17","161936","Scenario / Mission / Campaign Game"
"18","161936","Set Collection"
"19","161936","Tags"
"20","161936","Trading"
"21","161936","Variable Player Powers"
"22","342942","Action Queue"
"23","342942","End Game Bonuses"
"24","342942","Grid Coverage"
"25","342942","Hand Management"
"26","342942","Hexagon Grid"
"27","342942","Income"
"28","342942","Increase Value of Unchosen Resources"
"29","342942","Open Drafting"
"30","342942","Set Collection"
"31","342942","Solo / Solitaire Game"
"32","342942","Tags"
"33","342942","Tile Placement"
"34","342942","Variable Player Powers"
"35","342942","Variable Set-up"
"36","174430","Action Queue"
"37","174430","Action Retrieval"
"38","174430","Campaign / Battle Card Driven"
"39","174430","Card Play Conflict Resolution"
"40","174430","Communication Limits"
"41","174430","Cooperative Game"
"42","174430","Critical Hits and Failures"
"43","174430","Deck Construction"
"44","174430","Grid Movement"
"45","174430","Hand Management"
"46","174430","Hexagon Grid"
"47","174430","Legacy Game"
"48","174430","Line of Sight"
"49","174430","Modular Board"
"50","174430","Multi-Use Cards"
"51","174430","Narrative Choice / Paragraph"
"52","174430","Once-Per-Game Abilities"
"53","174430","Role Playing"
"54","174430","Scenario / Mission / Campaign Game"
"55","174430","Simultaneous Action Selection"
"56","174430","Solo / Solitaire Game"
"57","174430","Storytelling"
"58","174430","Tags"
"59","174430","Variable Player Powers"
"60","233078","Action Drafting"
"61","233078","Area-Impulse"
"62","233078","Dice Rolling"
"63","233078","Follow"
"64","233078","Grid Movement"
"65","233078","Hexagon Grid"
"66","233078","Increase Value of Unchosen Resources"
"67","233078","King of the Hill"
"68","233078","Modular Board"
"69","233078","Movement Points"
"70","233078","Race"
"71","233078","Tech Trees / Tech Tracks"
"72","233078","Trading"
"73","233078","Variable Phase Order"
"74","233078","Variable Player Powers"
"75","233078","Variable Set-up"
"76","233078","Voting"
"77","316554","Card Play Conflict Resolution"
"78","316554","Deck, Bag, and Pool Building"
"79","316554","Delayed Purchase"
"80","316554","Force Commitment"
"81","316554","Increase Value of Unchosen Resources"
"82","316554","Multi-Use Cards"
"83","316554","Open Drafting"
"84","316554","Race"
"85","316554","Solo / Solitaire Game"
"86","316554","Tags"
"87","316554","Take That"
"88","316554","Turn Order: Progressive"
"89","316554","Variable Player Powers"
"90","316554","Worker Placement"
"91","167791","Closed Drafting"
"92","167791","Contracts"
"93","167791","End Game Bonuses"
"94","167791","Hand Management"
"95","167791","Hexagon Grid"
"96","167791","Income"
"97","167791","Set Collection"
"98","167791","Solo / Solitaire Game"
"99","167791","Tags"
"100","167791","Take That"
"101","167791","Tech Trees / Tech Tracks"
"102","167791","Tile Placement"
"103","167791","Turn Order: Progressive"
"104","167791","Variable Player Powers"
"105","167791","Variable Set-up"
"106","167791","Victory Points as a Resource"
"107","115746","Action Drafting"
"108","115746","Area Majority / Influence"
"109","115746","Area Movement"
"110","115746","Campaign / Battle Card Driven"
"111","115746","Card Play Conflict Resolution"
"112","115746","Dice Rolling"
"113","115746","Events"
"114","115746","Hand Management"
"115","115746","Movement Points"
"116","115746","Team-Based Game"
"117","115746","Variable Player Powers"
"118","115746","Variable Set-up"
"119","187645","Area Majority / Influence"
"120","187645","Area Movement"
"121","187645","Card Play Conflict Resolution"
"122","187645","Contracts"
"123","187645","Delayed Purchase"
"124","187645","Dice Rolling"
"125","187645","Die Icon Resolution"
"126","187645","Events"
"127","187645","Hand Management"
"128","187645","Hidden Movement"
"129","187645","Income"
"130","187645","Once-Per-Game Abilities"
"131","187645","Tags"
"132","187645","Take That"
"133","187645","Team-Based Game"
"134","187645","Variable Player Powers"
"135","187645","Variable Set-up"
"136","187645","Worker Placement, Different Worker Types"
"137","162886","Action Retrieval"
"138","162886","Area Majority / Influence"
"139","162886","Automatic Resource Growth"
"140","162886","Campaign / Battle Card Driven"
"141","162886","Cooperative Game"
"142","162886","Deck, Bag, and Pool Building"
"143","162886","Hand Management"
"144","162886","Modular Board"
"145","162886","Simultaneous Action Selection"
"146","162886","Solo / Solitaire Game"
"147","162886","Tags"
"148","162886","Variable Player Powers"
"149","162886","Variable Set-up"
"150","291457","Action Queue"
"151","291457","Action Retrieval"
"152","291457","Campaign / Battle Card Driven"
"153","291457","Communication Limits"
"154","291457","Cooperative Game"
"155","291457","Critical Hits and Failures"
"156","291457","Deck Construction"
"157","291457","Grid Movement"
"158","291457","Hand Management"
"159","291457","Hexagon Grid"
"160","291457","Legacy Game"
"161","291457","Line of Sight"
"162","291457","Multi-Use Cards"
"163","291457","Once-Per-Game Abilities"
"164","291457","Player Elimination"
"165","291457","Role Playing"
"166","291457","Scenario / Mission / Campaign Game"
"167","291457","Simultaneous Action Selection"
"168","291457","Solo / Solitaire Game"
"169","291457","Variable Player Powers"
"170","220308","End Game Bonuses"
"171","220308","Hexagon Grid"
"172","220308","Income"
"173","220308","Modular Board"
"174","220308","Network and Route Building"
"175","220308","Solo / Solitaire Game"
"176","220308","Tags"
"177","220308","Tech Trees / Tech Tracks"
"178","220308","Turn Order: Pass Order"
"179","220308","Variable Player Powers"
"180","220308","Variable Set-up"
"181","220308","Victory Points as a Resource"
"182","397598","Automatic Resource Growth"
"183","397598","Card Play Conflict Resolution"
"184","397598","Deck, Bag, and Pool Building"
"185","397598","Delayed Purchase"
"186","397598","Force Commitment"
"187","397598","Increase Value of Unchosen Resources"
"188","397598","Multi-Use Cards"
"189","397598","Open Drafting"
"190","397598","Solo / Solitaire Game"
"191","397598","Team-Based Game"
"192","397598","Turn Order: Progressive"
"193","397598","Variable Player Powers"
"194","397598","Worker Placement"
"195","12333","Action / Event"
"196","12333","Advantage Token"
"197","12333","Area Majority / Influence"
"198","12333","Campaign / Battle Card Driven"
"199","12333","Dice Rolling"
"200","12333","Events"
"201","12333","Hand Management"
"202","12333","Simulation"
"203","12333","Simultaneous Action Selection"
"204","12333","Sudden Death Ending"
"205","12333","Tug of War"
"206","12333","Variable Set-up"
"207","182028","Action Points"
"208","182028","Auction / Bidding"
"209","182028","Auction: Dutch"
"210","182028","Events"
"211","182028","Income"
"212","182028","Open Drafting"
"213","182028","Player Elimination"
"214","182028","Tags"
"215","182028","Take That"
"216","84876","Delayed Purchase"
"217","84876","Dice Rolling"
"218","84876","End Game Bonuses"
"219","84876","Grid Coverage"
"220","84876","Hexagon Grid"
"221","84876","Open Drafting"
"222","84876","Pattern Building"
"223","84876","Tile Placement"
"224","84876","Track Movement"
"225","84876","Turn Order: Stat-Based"
"226","84876","Variable Set-up"
"227","193738","Deck, Bag, and Pool Building"
"228","193738","Hand Management"
"229","193738","Ownership"
"230","193738","Set Collection"
"231","193738","Track Movement"
"232","193738","Variable Set-up"
"233","169786","Area Majority / Influence"
"234","169786","Card Play Conflict Resolution"
"235","169786","Contracts"
"236","169786","End Game Bonuses"
"237","169786","Force Commitment"
"238","169786","Grid Movement"
"239","169786","Hexagon Grid"
"240","169786","King of the Hill"
"241","169786","Movement Points"
"242","169786","Narrative Choice / Paragraph"
"243","169786","Solo / Solitaire Game"
"244","169786","Take That"
"245","169786","Tech Trees / Tech Tracks"
"246","169786","Variable Player Powers"
"247","169786","Variable Set-up"
"248","169786","Victory Points as a Resource"
"249","169786","Zone of Control"
"250","246900","Alliances"
"251","246900","Area Majority / Influence"
"252","246900","Area-Impulse"
"253","246900","Dice Rolling"
"254","246900","Grid Movement"
"255","246900","Hexagon Grid"
"256","246900","Hot Potato"
"257","246900","Income"
"258","246900","Modular Board"
"259","246900","Passed Action Token"
"260","246900","Tech Trees / Tech Tracks"
"261","246900","Variable Player Powers"
"262","173346","End Game Bonuses"
"263","173346","Income"
"264","173346","Layering"
"265","173346","Melding and Splaying"
"266","173346","Modular Board"
"267","173346","Multi-Use Cards"
"268","173346","Once-Per-Game Abilities"
"269","173346","Open Drafting"
"270","173346","Score-and-Reset Game"
"271","173346","Set Collection"
"272","173346","Sudden Death Ending"
"273","173346","Tags"
"274","173346","Tech Trees / Tech Tracks"
"275","173346","Track Movement"
"276","173346","Tug of War"
"277","173346","Variable Player Powers"
"278","173346","Variable Set-up"
"279","173346","Victory Points as a Resource"
"280","28720","Hand Management"
"281","28720","Income"
"282","28720","Loans"
"283","28720","Market"
"284","28720","Network and Route Building"
"285","28720","Tech Trees / Tech Tracks"
"286","28720","Turn Order: Stat-Based"
"287","167355","Campaign / Battle Card Driven"
"288","167355","Cooperative Game"
"289","167355","Dice Rolling"
"290","167355","Hand Management"
"291","167355","Hidden Roles"
"292","167355","Interrupts"
"293","167355","Modular Board"
"294","167355","Player Elimination"
"295","167355","Semi-Cooperative Game"
"296","167355","Solo / Solitaire Game"
"297","167355","Team-Based Game"
"298","167355","Traitor Game"
"299","167355","Variable Player Powers"
"300","266507","Deck, Bag, and Pool Building"
"301","266507","Delayed Purchase"
"302","266507","End Game Bonuses"
"303","266507","Events"
"304","266507","Legacy Game"
"305","266507","Map Addition"
"306","266507","Movement Points"
"307","266507","Narrative Choice / Paragraph"
"308","266507","Once-Per-Game Abilities"
"309","266507","Open Drafting"
"310","266507","Pick-up and Deliver"
"311","266507","Player Elimination"
"312","266507","Point to Point Movement"
"313","266507","Push Your Luck"
"314","266507","Scenario / Mission / Campaign Game"
"315","266507","Set Collection"
"316","266507","Variable Player Powers"
"317","266507","Variable Set-up"
"318","177736","Automatic Resource Growth"
"319","177736","Dice Rolling"
"320","177736","Grid Coverage"
"321","177736","Income"
"322","177736","Push Your Luck"
"323","177736","Solo / Solitaire Game"
"324","177736","Tile Placement"
"325","177736","Turn Order: Pass Order"
"326","177736","Worker Placement"
"327","295770","Campaign / Battle Card Driven"
"328","295770","Communication Limits"
"329","295770","Cooperative Game"
"330","295770","Deck Construction"
"331","295770","Deck, Bag, and Pool Building"
"332","295770","Grid Movement"
"333","295770","Hand Management"
"334","295770","Hexagon Grid"
"335","295770","Legacy Game"
"336","295770","Modular Board"
"337","295770","Multi-Use Cards"
"338","295770","Narrative Choice / Paragraph"
"339","295770","Once-Per-Game Abilities"
"340","295770","Scenario / Mission / Campaign Game"
"341","295770","Simultaneous Action Selection"
"342","295770","Solo / Solitaire Game"
"343","295770","Variable Player Powers"
"344","124361","Action Retrieval"
"345","124361","Advantage Token"
"346","124361","Auction: Dutch"
"347","124361","Deck, Bag, and Pool Building"
"348","124361","End Game Bonuses"
"349","124361","Hand Management"
"350","124361","Hidden Victory Points"
"351","124361","Investment"
"352","124361","Movement Points"
"353","124361","Network and Route Building"
"354","124361","Open Drafting"
"355","124361","Point to Point Movement"
"356","124361","Set Collection"
"357","124361","Variable Set-up"
"358","341169","Deck, Bag, and Pool Building"
"359","341169","Hand Management"
"360","341169","Ownership"
"361","341169","Set Collection"
"362","341169","Solo / Solitaire Game"
"363","341169","Tags"
"364","341169","Track Movement"
"365","341169","Variable Set-up"
"366","205637","Action Points"
"367","205637","Area Movement"
"368","205637","Communication Limits"
"369","205637","Cooperative Game"
"370","205637","Deck Construction"
"371","205637","Events"
"372","205637","Hand Management"
"373","205637","Map Deformation"
"374","205637","Modular Board"
"375","205637","Player Elimination"
"376","205637","Push Your Luck"
"377","205637","Role Playing"
"378","205637","Scenario / Mission / Campaign Game"
"379","205637","Solo / Solitaire Game"
"380","205637","Stat Check Resolution"
"381","205637","Variable Player Powers"
"382","312484","Contracts"
"383","312484","Deck, Bag, and Pool Building"
"384","312484","Multi-Use Cards"
"385","312484","Once-Per-Game Abilities"
"386","312484","Open Drafting"
"387","312484","Resource to Move"
"388","312484","Solo / Solitaire Game"
"389","312484","Turn Order: Progressive"
"390","312484","Worker Placement"
"391","237182","Action Points"
"392","237182","Action Queue"
"393","237182","Action Retrieval"
"394","237182","Area Majority / Influence"
"395","237182","Area Movement"
"396","237182","Dice Rolling"
"397","237182","Hand Management"
"398","237182","Multi-Use Cards"
"399","237182","Negotiation"
"400","237182","Point to Point Movement"
"401","237182","Race"
"402","237182","Sudden Death Ending"
"403","237182","Take That"
"404","237182","Variable Player Powers"
"405","237182","Variable Set-up"
"406","120677","Chaining"
"407","120677","End Game Bonuses"
"408","120677","Hexagon Grid"
"409","120677","Income"
"410","120677","Increase Value of Unchosen Resources"
"411","120677","Network and Route Building"
"412","120677","Tech Trees / Tech Tracks"
"413","120677","Turn Order: Pass Order"
"414","120677","Variable Player Powers"
"415","120677","Variable Set-up"
"416","120677","Victory Points as a Resource"
"417","192135","Cooperative Game"
"418","192135","Dice Rolling"
"419","192135","Die Icon Resolution"
"420","192135","Grid Movement"
"421","192135","Narrative Choice / Paragraph"
"422","192135","Resource to Move"
"423","192135","Role Playing"
"424","192135","Scenario / Mission / Campaign Game"
"425","192135","Solo / Solitaire Game"
"426","192135","Square Grid"
"427","192135","Stat Check Resolution"
"428","192135","Tech Trees / Tech Tracks"
"429","192135","Turn Order: Role Order"
"430","192135","Variable Player Powers"
"431","266192","Action Queue"
"432","266192","Dice Rolling"
"433","266192","End Game Bonuses"
"434","266192","Hand Management"
"435","266192","Once-Per-Game Abilities"
"436","266192","Open Drafting"
"437","266192","Set Collection"
"438","266192","Solo / Solitaire Game"
"439","266192","Turn Order: Progressive"
"440","164928","Contracts"
"441","164928","Deck, Bag, and Pool Building"
"442","164928","End Game Bonuses"
"443","164928","Events"
"444","164928","Kill Steal"
"445","164928","Point to Point Movement"
"446","164928","Simultaneous Action Selection"
"447","164928","Tech Trees / Tech Tracks"
"448","164928","Turn Order: Progressive"
"449","164928","Variable Set-up"
"450","164928","Worker Placement, Different Worker Types"
"451","96848","Card Play Conflict Resolution"
"452","96848","Cooperative Game"
"453","96848","Deck, Bag, and Pool Building"
"454","96848","Dice Rolling"
"455","96848","Grid Movement"
"456","96848","Hand Management"
"457","96848","Hexagon Grid"
"458","96848","Modular Board"
"459","96848","Multi-Use Cards"
"460","96848","Open Drafting"
"461","96848","Role Playing"
"462","96848","Solo / Solitaire Game"
"463","96848","Tags"
"464","96848","Turn Order: Claim Action"
"465","96848","Variable Player Powers"
"466","251247","Action Retrieval"
"467","251247","Contracts"
"468","251247","End Game Bonuses"
"469","251247","Income"
"470","251247","Network and Route Building"
"471","251247","Ownership"
"472","251247","Solo / Solitaire Game"
"473","251247","Turn Order: Stat-Based"
"474","251247","Variable Player Powers"
"475","251247","Variable Set-up"
"476","251247","Worker Placement"
"477","373106","Communication Limits"
"478","373106","Cooperative Game"
"479","373106","Dice Rolling"
"480","373106","Scenario / Mission / Campaign Game"
"481","373106","Simulation"
"482","373106","Turn Order: Progressive"
"483","373106","Variable Player Powers"
"484","373106","Variable Set-up"
"485","373106","Worker Placement with Dice Workers"
"486","324856","Communication Limits"
"487","324856","Cooperative Game"
"488","324856","Deduction"
"489","324856","Hand Management"
"490","324856","Scenario / Mission / Campaign Game"
"491","324856","Trick-taking"
"492","199792","Contracts"
"493","199792","End Game Bonuses"
"494","199792","Hand Management"
"495","199792","Income"
"496","199792","Open Drafting"
"497","199792","Ownership"
"498","199792","Set Collection"
"499","199792","Solo / Solitaire Game"
"500","199792","Tags"
"501","199792","Variable Set-up"
"502","199792","Worker Placement"
"503","183394","Contracts"
"504","183394","Hand Management"
"505","183394","Race"
"506","183394","Solo / Solitaire Game"
"507","183394","Turn Order: Auction"
"508","183394","Victory Points as a Resource"
"509","183394","Worker Placement"
"510","183394","Worker Placement, Different Worker Types"
"511","366013","Catch the Leader"
"512","366013","Deck, Bag, and Pool Building"
"513","366013","Hand Management"
"514","366013","Programmed Movement"
"515","366013","Push Your Luck"
"516","366013","Race"
"517","366013","Simulation"
"518","366013","Simultaneous Action Selection"
"519","366013","Solo / Solitaire Game"
"520","366013","Track Movement"
"521","366013","Variable Set-up"
"522","285774","Card Play Conflict Resolution"
"523","285774","Cooperative Game"
"524","285774","Deck Construction"
"525","285774","Hand Management"
"526","285774","Interrupts"
"527","285774","Scenario / Mission / Campaign Game"
"528","285774","Solo / Solitaire Game"
"529","285774","Turn Order: Progressive"
"530","285774","Variable Player Powers"
"531","285774","Variable Set-up"
"532","175914","Delayed Purchase"
"533","175914","Income"
"534","175914","Market"
"535","175914","Modular Board"
"536","175914","Open Drafting"
"537","175914","Simultaneous Action Selection"
"538","175914","Victory Points as a Resource"
"539","521","Flicking"
"540","521","Team-Based Game"
"541","256960","Action Points"
"542","256960","Area Majority / Influence"
"543","256960","Area Movement"
"544","256960","Auction: Dutch"
"545","256960","Bribery"
"546","256960","Hand Management"
"547","256960","Increase Value of Unchosen Resources"
"548","256960","Negotiation"
"549","256960","Open Drafting"
"550","256960","Score-and-Reset Game"
"551","256960","Simulation"
"552","256960","Solo / Solitaire Game"
"553","256960","Tags"
"554","256960","Take That"
"555","284378","Action Points"
"556","284378","Hand Management"
"557","284378","Variable Phase Order"
"558","284378","Worker Placement"
"559","247763","End Game Bonuses"
"560","247763","Hand Management"
"561","247763","Income"
"562","247763","Network and Route Building"
"563","247763","Solo / Solitaire Game"
"564","247763","Turn Order: Claim Action"
"565","247763","Turn Order: Stat-Based"
"566","247763","Worker Placement"
"567","421006","Area Majority / Influence"
"568","421006","Hand Management"
"569","421006","Income"
"570","421006","Layering"
"571","421006","Market"
"572","421006","Modular Board"
"573","421006","Multi-Use Cards"
"574","421006","Once-Per-Game Abilities"
"575","421006","Open Drafting"
"576","421006","Point to Point Movement"
"577","421006","Race"
"578","421006","Relative Movement"
"579","421006","Set Collection"
"580","421006","Sudden Death Ending"
"581","421006","Tags"
"582","421006","Take That"
"583","421006","Tech Trees / Tech Tracks"
"584","421006","Variable Player Powers"
"585","421006","Variable Set-up"
"586","321608","Action / Event"
"587","321608","Hand Management"
"588","321608","Roles with Asymmetric Information"
"589","321608","Simulation"
"590","321608","Variable Player Powers"
"591","321608","Voting"
"592","321608","Worker Placement, Different Worker Types"
"593","3076","Action Drafting"
"594","3076","End Game Bonuses"
"595","3076","Follow"
"596","3076","Hidden Victory Points"
"597","3076","Increase Value of Unchosen Resources"
"598","3076","Turn Order: Progressive"
"599","3076","Variable Phase Order"
"600","295947","End Game Bonuses"
"601","295947","Hexagon Grid"
"602","295947","Open Drafting"
"603","295947","Pattern Building"
"604","295947","Solo / Solitaire Game"
"605","295947","Tile Placement"
"606","295947","Variable Set-up"
"607","295947","Victory Points as a Resource"
"608","253344","Action Points"
"609","253344","Area Movement"
"610","253344","Cooperative Game"
"611","253344","Dice Rolling"
"612","253344","Role Playing"
"613","253344","Scenario / Mission / Campaign Game"
"614","253344","Solo / Solitaire Game"
"615","253344","Variable Player Powers"
"616","314040","Action Points"
"617","314040","Cooperative Game"
"618","314040","Hand Management"
"619","314040","Legacy Game"
"620","314040","Point to Point Movement"
"621","314040","Scenario / Mission / Campaign Game"
"622","314040","Set Collection"
"623","314040","Tags"
"624","314040","Trading"
"625","314040","Variable Player Powers"
"626","102794","Automatic Resource Growth"
"627","102794","Increase Value of Unchosen Resources"
"628","102794","Solo / Solitaire Game"
"629","102794","Tile Placement"
"630","102794","Turn Order: Claim Action"
"631","102794","Worker Placement"
"632","185343","Contracts"
"633","185343","Dice Rolling"
"634","185343","Die Icon Resolution"
"635","185343","End Game Bonuses"
"636","185343","Events"
"637","185343","Map Reduction"
"638","185343","Open Drafting"
"639","185343","Set Collection"
"640","185343","Solo / Solitaire Game"
"641","185343","Turn Order: Claim Action"
"642","185343","Variable Player Powers"
"643","185343","Variable Set-up"
"644","185343","Worker Placement"
"645","185343","Worker Placement, Different Worker Types"
"646","184267","Contracts"
"647","184267","Delayed Purchase"
"648","184267","End Game Bonuses"
"649","184267","Hexagon Grid"
"650","184267","Income"
"651","184267","Movement Points"
"652","184267","Moving Multiple Units"
"653","184267","Set Collection"
"654","184267","Solo / Solitaire Game"
"655","184267","Tech Trees / Tech Tracks"
"656","184267","Tile Placement"
"657","184267","Variable Phase Order"
"658","184267","Worker Placement"
"659","170216","Action Points"
"660","170216","Area Majority / Influence"
"661","170216","Area Movement"
"662","170216","Card Play Conflict Resolution"
"663","170216","Closed Drafting"
"664","170216","Hand Management"
"665","170216","Map Reduction"
"666","170216","Memory"
"667","170216","Open Drafting"
"668","170216","Simultaneous Action Selection"
"669","170216","Take That"
"670","170216","Turn Order: Progressive"
"671","31260","Automatic Resource Growth"
"672","31260","Closed Drafting"
"673","31260","Enclosure"
"674","31260","Increase Value of Unchosen Resources"
"675","31260","Solo / Solitaire Game"
"676","31260","Turn Order: Claim Action"
"677","31260","Worker Placement"
"678","251661","Action Points"
"679","251661","Card Play Conflict Resolution"
"680","251661","Cooperative Game"
"681","251661","Deck, Bag, and Pool Building"
"682","251661","Dice Rolling"
"683","251661","Hand Management"
"684","251661","Hexagon Grid"
"685","251661","Legacy Game"
"686","251661","Modular Board"
"687","251661","Pattern Recognition"
"688","251661","Push Your Luck"
"689","251661","Role Playing"
"690","251661","Scenario / Mission / Campaign Game"
"691","251661","Storytelling"
"692","251661","Variable Player Powers"
"693","255984","Action Points"
"694","255984","Cooperative Game"
"695","255984","Events"
"696","255984","Hand Management"
"697","255984","Narrative Choice / Paragraph"
"698","255984","Push Your Luck"
"699","255984","Scenario / Mission / Campaign Game"
"700","255984","Solo / Solitaire Game"
"701","255984","Storytelling"
"702","161533","Area Majority / Influence"
"703","161533","Hand Management"
"704","161533","Multi-Use Cards"
"705","161533","Open Drafting"
"706","161533","Set Collection"
"707","161533","Solo / Solitaire Game"
"708","161533","Tile Placement"
"709","221107","Action Points"
"710","221107","Cooperative Game"
"711","221107","Hand Management"
"712","221107","Legacy Game"
"713","221107","Pick-up and Deliver"
"714","221107","Point to Point Movement"
"715","221107","Scenario / Mission / Campaign Game"
"716","221107","Set Collection"
"717","221107","Tags"
"718","221107","Trading"
"719","221107","Variable Player Powers"
"720","231733","Action Retrieval"
"721","231733","Deck, Bag, and Pool Building"
"722","231733","Hand Management"
"723","231733","Open Drafting"
"724","231733","Solo / Solitaire Game"
"725","182874","Action Drafting"
"726","182874","Contracts"
"727","182874","Dice Rolling"
"728","182874","End Game Bonuses"
"729","182874","Hand Management"
"730","182874","Set Collection"
"731","182874","Turn Order: Progressive"
"732","182874","Variable Set-up"
"733","383179","Contracts"
"734","383179","End Game Bonuses"
"735","383179","Hexagon Grid"
"736","383179","Income"
"737","383179","Modular Board"
"738","383179","Network and Route Building"
"739","383179","Turn Order: Pass Order"
"740","383179","Variable Player Powers"
"741","383179","Variable Set-up"
"742","383179","Victory Points as a Resource"
"743","205059","Area Movement"
"744","205059","Cooperative Game"
"745","205059","Dice Rolling"
"746","205059","Hand Management"
"747","205059","Map Addition"
"748","205059","Modular Board"
"749","205059","Role Playing"
"750","205059","Scenario / Mission / Campaign Game"
"751","205059","Solo / Solitaire Game"
"752","205059","Stat Check Resolution"
"753","205059","Traitor Game"
"754","205059","Variable Player Powers"
"755","338960","Cooperative Game"
"756","338960","Deck, Bag, and Pool Building"
"757","338960","Dice Rolling"
"758","338960","Hand Management"
"759","338960","Solo / Solitaire Game"
"760","126163","Bias"
"761","126163","End Game Bonuses"
"762","126163","Track Movement"
"763","126163","Turn Order: Claim Action"
"764","126163","Worker Placement"
"765","2651","Auction / Bidding"
"766","2651","Auction: Turn Order Until Pass"
"767","2651","Catch the Leader"
"768","2651","Income"
"769","2651","Market"
"770","2651","Network and Route Building"
"771","2651","Turn Order: Stat-Based"
"772","2651","Variable Set-up"
"773","244521","Catch the Leader"
"774","244521","Deck, Bag, and Pool Building"
"775","244521","Delayed Purchase"
"776","244521","Dice Rolling"
"777","244521","Die Icon Resolution"
"778","244521","Events"
"779","244521","Neighbor Scope"
"780","244521","Open Drafting"
"781","244521","Push Your Luck"
"782","244521","Score-and-Reset Game"
"783","244521","Simultaneous Action Selection"
"784","244521","Track Movement"
"785","244521","Variable Set-up"
"786","216132","Commodity Speculation"
"787","216132","Contracts"
"788","216132","Hexagon Grid"
"789","216132","Income"
"790","216132","Market"
"791","216132","Modular Board"
"792","216132","Network and Route Building"
"793","216132","Solo / Solitaire Game"
"794","216132","Turn Order: Pass Order"
"795","216132","Variable Player Powers"
"796","276025","Contracts"
"797","276025","End Game Bonuses"
"798","276025","Events"
"799","276025","Hand Management"
"800","276025","Income"
"801","276025","Movement Points"
"802","276025","Multi-Use Cards"
"803","276025","Narrative Choice / Paragraph"
"804","276025","Point to Point Movement"
"805","276025","Scenario / Mission / Campaign Game"
"806","276025","Set Collection"
"807","276025","Solo / Solitaire Game"
"808","276025","Stock Holding"
"809","276025","Tech Trees / Tech Tracks"
"810","276025","Track Movement"
"811","276025","Variable Set-up"
"812","35677","Automatic Resource Growth"
"813","35677","End Game Bonuses"
"814","35677","Increase Value of Unchosen Resources"
"815","35677","Loans"
"816","35677","Ownership"
"817","35677","Solo / Solitaire Game"
"818","35677","Worker Placement"
"819","266810","End Game Bonuses"
"820","266810","Market"
"821","266810","Open Drafting"
"822","266810","Solo / Solitaire Game"
"823","266810","Worker Placement"
"824","266810","Worker Placement, Different Worker Types"
"825","125153","Area Majority / Influence"
"826","125153","Commodity Speculation"
"827","125153","Contracts"
"828","125153","Investment"
"829","125153","Open Drafting"
"830","125153","Point to Point Movement"
"831","125153","Resource to Move"
"832","125153","Set Collection"
"833","125153","Solo / Solitaire Game"
"834","125153","Victory Points as a Resource"
"835","125153","Worker Placement"
"836","125153","Worker Placement, Different Worker Types"
"837","164153","Dice Rolling"
"838","164153","Die Icon Resolution"
"839","164153","Grid Movement"
"840","164153","Line of Sight"
"841","164153","Modular Board"
"842","164153","Role Playing"
"843","164153","Scenario / Mission / Campaign Game"
"844","164153","Solo / Solitaire Game"
"845","164153","Square Grid"
"846","164153","Team-Based Game"
"847","164153","Variable Player Powers"
"848","124742","Action Points"
"849","124742","Deck Construction"
"850","124742","Hand Management"
"851","124742","Race"
"852","124742","Secret Unit Deployment"
"853","124742","Take That"
"854","124742","Variable Player Powers"
"855","365717","Deck, Bag, and Pool Building"
"856","365717","Delayed Purchase"
"857","365717","End Game Bonuses"
"858","365717","Map Addition"
"859","365717","Map Deformation"
"860","365717","Modular Board"
"861","365717","Movement Points"
"862","365717","Open Drafting"
"863","365717","Player Elimination"
"864","365717","Point to Point Movement"
"865","365717","Push Your Luck"
"866","365717","Tile Placement"
"867","365717","Variable Set-up"
"868","209010","Action Queue"
"869","209010","Bias"
"870","209010","Cooperative Game"
"871","209010","Dice Rolling"
"872","209010","Modular Board"
"873","209010","Open Drafting"
"874","209010","Programmed Movement"
"875","209010","Role Playing"
"876","209010","Slide / Push"
"877","209010","Variable Player Powers"
"878","200680","Enclosure"
"879","200680","Hand Management"
"880","200680","Worker Placement"
"881","200680","Advantage Token"
"882","200680","Automatic Resource Growth"
"883","200680","Closed Drafting"
"884","200680","Increase Value of Unchosen Resources"
"885","200680","Solo / Solitaire Game"
"886","200680","Team-Based Game"
"887","200680","Turn Order: Claim Action"
"888","200680","Variable Player Powers"
"889","284083","Communication Limits"
"890","284083","Cooperative Game"
"891","284083","Hand Management"
"892","284083","Scenario / Mission / Campaign Game"
"893","284083","Trick-taking"
"894","55690","Cooperative Game"
"895","55690","Critical Hits and Failures"
"896","55690","Dice Rolling"
"897","55690","Events"
"898","55690","Grid Movement"
"899","55690","Narrative Choice / Paragraph"
"900","55690","Paper-and-Pencil"
"901","55690","Pattern Building"
"902","55690","Role Playing"
"903","55690","Scenario / Mission / Campaign Game"
"904","55690","Solo / Solitaire Game"
"905","55690","Square Grid"
"906","55690","Storytelling"
"907","55690","Tech Trees / Tech Tracks"
"908","28143","Follow"
